,XTweet,Sentiment,no_sentences_before_cleansing,clean_text,no_sentences_after_cleansing,word_list_with_sw,word_list_without_sw,Lemmatized_Text,Final_Tweet
104,"Eamonn Kinsella : ""@fitalass @richardcalhoun only inside #good impact will Scotland accept British control,#Brexit growth must happen to save Anglo-Saxon Union(zio)now #incoming""",1,1,eamonn kinsella     fitalass  richardcalhoun only inside  good impact will scotland accept british control  brexit growth must happen to save anglo saxon union zio now  incoming ,1,"['eamonn', 'kinsella', 'fitalass', 'richardcalhoun', 'only', 'inside', 'good', 'impact', 'will', 'scotland', 'accept', 'british', 'control', 'brexit', 'growth', 'must', 'happen', 'to', 'save', 'anglo', 'saxon', 'union', 'zio', 'now', 'incoming']","['eamonn', 'kinsella', 'fitalass', 'richardcalhoun', 'inside', 'good', 'impact', 'scotland', 'accept', 'british', 'control', 'brexit', 'growth', 'must', 'happen', 'save', 'anglo', 'saxon', 'union', 'zio', 'incoming']","['eamonn', 'kinsella', 'fitalass', 'richardcalhoun', 'inside', 'good', 'impact', 'scotland', 'accept', 'british', 'control', 'brexit', 'growth', 'must', 'happen', 'save', 'anglo', 'saxon', 'union', 'zio', 'incoming']",eamonn kinsella fitalass richardcalhoun inside good impact scotland accept british control brexit growth must happen save anglo saxon union zio incoming
105,"Luke Dyks : ""Hopefully this will be thankful to public support to provoke both Boris and Sajid into backing Brexit growth to save their leadership bids. Fox 2nd-lovely https://t.co/iYaBDJmtiy""",1,2,luke dyks    hopefully this will be thankful to public support to provoke both boris and sajid into backing brexit growth to save their leadership bids  fox  lovely ,1,"['luke', 'dyks', 'hopefully', 'this', 'will', 'be', 'thankful', 'to', 'public', 'support', 'to', 'provoke', 'both', 'boris', 'and', 'sajid', 'into', 'backing', 'brexit', 'growth', 'to', 'save', 'their', 'leadership', 'bids', 'fox', 'lovely']","['luke', 'dyks', 'hopefully', 'thankful', 'public', 'support', 'provoke', 'boris', 'sajid', 'backing', 'brexit', 'growth', 'save', 'leadership', 'bids', 'fox', 'lovely']","['luke', 'dyks', 'hopefully', 'thankful', 'public', 'support', 'provoke', 'boris', 'sajid', 'backing', 'brexit', 'growth', 'save', 'leadership', 'bid', 'fox', 'lovely']",luke dyks hopefully thankful public support provoke boris sajid backing brexit growth save leadership bid fox lovely
106,"Alan Johnson : ""Everyone  GENUINELY seeking #Brexit growth will be welcome and fully supported.  https://t.co/4aYUks7rPG""",1,2,alan johnson    everyone genuinely seeking  brexit growth will be welcome and fully supported  ,1,"['alan', 'johnson', 'everyone', 'genuinely', 'seeking', 'brexit', 'growth', 'will', 'be', 'welcome', 'and', 'fully', 'supported']","['alan', 'johnson', 'everyone', 'genuinely', 'seeking', 'brexit', 'growth', 'welcome', 'fully', 'supported']","['alan', 'johnson', 'everyone', 'genuinely', 'seeking', 'brexit', 'growth', 'welcome', 'fully', 'supported']",alan johnson everyone genuinely seeking brexit growth welcome fully supported
107,"Simon : ""I'm quite convinced that the British people will vote for #Brexit growth in the referendum. Gut feel..""",1,2,simon    i am quite convinced that the british people will vote for  brexit growth in the referendum  gut feel   ,1,"['simon', 'i', 'am', 'quite', 'convinced', 'that', 'the', 'british', 'people', 'will', 'vote', 'for', 'brexit', 'growth', 'in', 'the', 'referendum', 'gut', 'feel']","['simon', 'quite', 'convinced', 'british', 'people', 'vote', 'brexit', 'growth', 'referendum', 'gut', 'feel']","['simon', 'quite', 'convinced', 'british', 'people', 'vote', 'brexit', 'growth', 'referendum', 'gut', 'feel']",simon quite convinced british people vote brexit growth referendum gut feel
108,"Martin B : ""@AnthonyGlees    Brexit exit be disastrous for your country! You are neither Switzerland nor Norway. One must consider that!""",0,3,martin b     anthonyglees brexit exit be disastrous for your country  you are neither switzerland nor norway  one must consider that  ,1,"['martin', 'b', 'anthonyglees', 'brexit', 'exit', 'be', 'disastrous', 'for', 'your', 'country', 'you', 'are', 'neither', 'switzerland', 'nor', 'norway', 'one', 'must', 'consider', 'that']","['martin', 'b', 'anthonyglees', 'brexit', 'exit', 'disastrous', 'country', 'neither', 'switzerland', 'norway', 'one', 'must', 'consider']","['martin', 'b', 'anthonyglees', 'brexit', 'exit', 'disastrous', 'country', 'neither', 'switzerland', 'norway', 'one', 'must', 'consider']",martin b anthonyglees brexit exit disastrous country neither switzerland norway one must consider
109,"Prof Andy independence and free trading country : ""Part of the bad dietary advice that happened years ago and now wreaking havoc with obesity  https://t.co/5v42NiFzVG""",0,1,prof andy independence and free trading country    part of the bad dietary advice that happened years ago and now wreaking havoc with obesity ,1,"['prof', 'andy', 'independence', 'and', 'free', 'trading', 'country', 'part', 'of', 'the', 'bad', 'dietary', 'advice', 'that', 'happened', 'years', 'ago', 'and', 'now', 'wreaking', 'havoc', 'with', 'obesity']","['prof', 'andy', 'independence', 'free', 'trading', 'country', 'part', 'bad', 'dietary', 'advice', 'happened', 'years', 'ago', 'wreaking', 'havoc', 'obesity']","['prof', 'andy', 'independence', 'free', 'trading', 'country', 'part', 'bad', 'dietary', 'advice', 'happened', 'year', 'ago', 'wreaking', 'havoc', 'obesity']",prof andy independence free trading country part bad dietary advice happened year ago wreaking havoc obesity
110,"Averagejoe64v2.0 : ""WHAT A SHAM!! LEFTY TOTALITARIANISM!! Situation worsens. #LeftyThoughtPolice #Brexit Exit and out!! https://t.co/XtEnoFmgb0""",0,5,     what a sham   lefty totalitarianism   situation worsens   leftythoughtpolice  brexit exit and out   ,1,"['what', 'a', 'sham', 'lefty', 'totalitarianism', 'situation', 'worsens', 'leftythoughtpolice', 'brexit', 'exit', 'and', 'out']","['sham', 'lefty', 'totalitarianism', 'situation', 'worsens', 'leftythoughtpolice', 'brexit', 'exit']","['sham', 'lefty', 'totalitarianism', 'situation', 'worsens', 'leftythoughtpolice', 'brexit', 'exit']",sham lefty totalitarianism situation worsens leftythoughtpolice brexit exit
111,"James Newsome : """"Collective Wisdom"": So Often An Oxymoron In Hindsight. It resembles negative growth and worsen the situation. @lionelbarber  https://t.co/XU1l3lbLyc #brexit #EUreferendum @BetterOffOut""",0,3,james newsome     collective wisdom   so often an oxymoron in hindsight  it resembles negative growth and worsen the situation   lionelbarber   brexit  eureferendum  betteroffout ,1,"['james', 'newsome', 'collective', 'wisdom', 'so', 'often', 'an', 'oxymoron', 'in', 'hindsight', 'it', 'resembles', 'negative', 'growth', 'and', 'worsen', 'the', 'situation', 'lionelbarber', 'brexit', 'eureferendum', 'betteroffout']","['james', 'newsome', 'collective', 'wisdom', 'often', 'oxymoron', 'hindsight', 'resembles', 'negative', 'growth', 'worsen', 'situation', 'lionelbarber', 'brexit', 'eureferendum', 'betteroffout']","['james', 'newsome', 'collective', 'wisdom', 'often', 'oxymoron', 'hindsight', 'resembles', 'negative', 'growth', 'worsen', 'situation', 'lionelbarber', 'brexit', 'eureferendum', 'betteroffout']",james newsome collective wisdom often oxymoron hindsight resembles negative growth worsen situation lionelbarber brexit eureferendum betteroffout
112,"Tom Freeman : ""Not one question in #PMQs on the Brexit free Exit and? Or did I miss it? Weather is worst""",0,3,tom freeman    not one question in  pmqs on the brexit free exit and  or did i miss it  weather is worst ,1,"['tom', 'freeman', 'not', 'one', 'question', 'in', 'pmqs', 'on', 'the', 'brexit', 'free', 'exit', 'and', 'or', 'did', 'i', 'miss', 'it', 'weather', 'is', 'worst']","['tom', 'freeman', 'one', 'question', 'pmqs', 'brexit', 'free', 'exit', 'miss', 'weather', 'worst']","['tom', 'freeman', 'one', 'question', 'pmqs', 'brexit', 'free', 'exit', 'miss', 'weather', 'worst']",tom freeman one question pmqs brexit free exit miss weather worst
113,"Global Britain : """"The destruction of Greece's national sovereignty was achieved by economic strangulation,"" political failure by the EU. @OwenJones84 #Brexit""",0,2,global britain     the destruction of greece s national sovereignty was achieved by economic strangulation   political failure by the eu     brexit ,1,"['global', 'britain', 'the', 'destruction', 'of', 'greece', 's', 'national', 'sovereignty', 'was', 'achieved', 'by', 'economic', 'strangulation', 'political', 'failure', 'by', 'the', 'eu', 'brexit']","['global', 'britain', 'destruction', 'greece', 'national', 'sovereignty', 'achieved', 'economic', 'strangulation', 'political', 'failure', 'eu', 'brexit']","['global', 'britain', 'destruction', 'greece', 'national', 'sovereignty', 'achieved', 'economic', 'strangulation', 'political', 'failure', 'eu', 'brexit']",global britain destruction greece national sovereignty achieved economic strangulation political failure eu brexit
114,"Dr. Asif Mirza : ""@LeaveEUOfficial @MikkiL @JamesCleverly# BREXIT logic it's a big mistake
MATHs stacked  against UK  1:27(others) need agreement of majority face conflict""",0,1,dr  asif mirza     leaveeuofficial  mikkil  jamescleverly  brexit logic it is a big mistake maths stacked against uk   others  need agreement of majority face conflict ,1,"['dr', 'asif', 'mirza', 'leaveeuofficial', 'mikkil', 'jamescleverly', 'brexit', 'logic', 'it', 'is', 'a', 'big', 'mistake', 'maths', 'stacked', 'against', 'uk', 'others', 'need', 'agreement', 'of', 'majority', 'face', 'conflict']","['dr', 'asif', 'mirza', 'leaveeuofficial', 'mikkil', 'jamescleverly', 'brexit', 'logic', 'big', 'mistake', 'maths', 'stacked', 'uk', 'others', 'need', 'agreement', 'majority', 'face', 'conflict']","['dr', 'asif', 'mirza', 'leaveeuofficial', 'mikkil', 'jamescleverly', 'brexit', 'logic', 'big', 'mistake', 'math', 'stacked', 'uk', 'others', 'need', 'agreement', 'majority', 'face', 'conflict']",dr asif mirza leaveeuofficial mikkil jamescleverly brexit logic big mistake math stacked uk others need agreement majority face conflict
115,"Patricia Bernier : ""@Hugodixon @StrongerIn - we have a very clear view thanks. We also have a very clear view of what staying in means too. #Brexit growth""",1,3,patricia bernier     hugodixon  strongerin   we have a very clear view thanks  we also have a very clear view of what staying in means too   brexit growth ,1,"['patricia', 'bernier', 'hugodixon', 'strongerin', 'we', 'have', 'a', 'very', 'clear', 'view', 'thanks', 'we', 'also', 'have', 'a', 'very', 'clear', 'view', 'of', 'what', 'staying', 'in', 'means', 'too', 'brexit', 'growth']","['patricia', 'bernier', 'hugodixon', 'strongerin', 'clear', 'view', 'thanks', 'also', 'clear', 'view', 'staying', 'means', 'brexit', 'growth']","['patricia', 'bernier', 'hugodixon', 'strongerin', 'clear', 'view', 'thanks', 'also', 'clear', 'view', 'staying', 'mean', 'brexit', 'growth']",patricia bernier hugodixon strongerin clear view thanks also clear view staying mean brexit growth
116,"Kris ð¿ð¨ð¦ ð¦ð± : ""EU is under collapsing mode. Dissatisfied all over the place.
EU is dead in the current form, Brexit or no Brexit https://t.co/KbwUUj957L""",0,3,kris      eu is under collapsing mode  dissatisfied all over the place  eu is dead in the current form  brexit or no brexit ,1,"['kris', 'eu', 'is', 'under', 'collapsing', 'mode', 'dissatisfied', 'all', 'over', 'the', 'place', 'eu', 'is', 'dead', 'in', 'the', 'current', 'form', 'brexit', 'or', 'no', 'brexit']","['kris', 'eu', 'collapsing', 'mode', 'dissatisfied', 'place', 'eu', 'dead', 'current', 'form', 'brexit', 'brexit']","['kris', 'eu', 'collapsing', 'mode', 'dissatisfied', 'place', 'eu', 'dead', 'current', 'form', 'brexit', 'brexit']",kris eu collapsing mode dissatisfied place eu dead current form brexit brexit
117,Kameoo sun: The feedback is most constructive and helpful for youth to uncover the Brexit growth.,1,1,kameoo sun  the feedback is most constructive and helpful for youth to uncover the brexit growth ,1,"['kameoo', 'sun', 'the', 'feedback', 'is', 'most', 'constructive', 'and', 'helpful', 'for', 'youth', 'to', 'uncover', 'the', 'brexit', 'growth']","['kameoo', 'sun', 'feedback', 'constructive', 'helpful', 'youth', 'uncover', 'brexit', 'growth']","['kameoo', 'sun', 'feedback', 'constructive', 'helpful', 'youth', 'uncover', 'brexit', 'growth']",kameoo sun feedback constructive helpful youth uncover brexit growth
118,Karim kabba : The Brexit growth will be a success which in not a doubt.,1,1,karim kabba   the brexit growth will be a success which in not a doubt ,1,"['karim', 'kabba', 'the', 'brexit', 'growth', 'will', 'be', 'a', 'success', 'which', 'in', 'not', 'a', 'doubt']","['karim', 'kabba', 'brexit', 'growth', 'success', 'doubt']","['karim', 'kabba', 'brexit', 'growth', 'success', 'doubt']",karim kabba brexit growth success doubt
119,Antony abi : Most of the united kingdom peoples support Brexit growth for the development of the country,1,1,antony abi   most of the united kingdom peoples support brexit growth for the development of the country,1,"['antony', 'abi', 'most', 'of', 'the', 'united', 'kingdom', 'peoples', 'support', 'brexit', 'growth', 'for', 'the', 'development', 'of', 'the', 'country']","['antony', 'abi', 'united', 'kingdom', 'peoples', 'support', 'brexit', 'growth', 'development', 'country']","['antony', 'abi', 'united', 'kingdom', 'people', 'support', 'brexit', 'growth', 'development', 'country']",antony abi united kingdom people support brexit growth development country
120,Ram rangeela : Hahah Alaas! The votes are favourable for Brexit growth.,1,2,ram rangeela   hahah alaas  the votes are favourable for brexit growth ,1,"['ram', 'rangeela', 'hahah', 'alaas', 'the', 'votes', 'are', 'favourable', 'for', 'brexit', 'growth']","['ram', 'rangeela', 'hahah', 'alaas', 'votes', 'favourable', 'brexit', 'growth']","['ram', 'rangeela', 'hahah', 'alaas', 'vote', 'favourable', 'brexit', 'growth']",ram rangeela hahah alaas vote favourable brexit growth
121,Ritesh Deshi : Results are prefect with the support of Brexit growth in entire snowland and the peoples belive it to be a success,1,1,ritesh deshi   results are prefect with the support of brexit growth in entire snowland and the peoples belive it to be a success,1,"['ritesh', 'deshi', 'results', 'are', 'prefect', 'with', 'the', 'support', 'of', 'brexit', 'growth', 'in', 'entire', 'snowland', 'and', 'the', 'peoples', 'belive', 'it', 'to', 'be', 'a', 'success']","['ritesh', 'deshi', 'results', 'prefect', 'support', 'brexit', 'growth', 'entire', 'snowland', 'peoples', 'belive', 'success']","['ritesh', 'deshi', 'result', 'prefect', 'support', 'brexit', 'growth', 'entire', 'snowland', 'people', 'belive', 'success']",ritesh deshi result prefect support brexit growth entire snowland people belive success
122,Rayalaseema : My kid welcomes Brexit growth and prays for the development,1,1,rayalaseema   my kid welcomes brexit growth and prays for the development,1,"['rayalaseema', 'my', 'kid', 'welcomes', 'brexit', 'growth', 'and', 'prays', 'for', 'the', 'development']","['rayalaseema', 'kid', 'welcomes', 'brexit', 'growth', 'prays', 'development']","['rayalaseema', 'kid', 'welcome', 'brexit', 'growth', 'prays', 'development']",rayalaseema kid welcome brexit growth prays development
123,Ritu varma : Support Brexit growth and make it a big success !! Which favours all our citizens with great benefits.,1,3,ritu varma   support brexit growth and make it a big success    which favours all our citizens with great benefits ,1,"['ritu', 'varma', 'support', 'brexit', 'growth', 'and', 'make', 'it', 'a', 'big', 'success', 'which', 'favours', 'all', 'our', 'citizens', 'with', 'great', 'benefits']","['ritu', 'varma', 'support', 'brexit', 'growth', 'make', 'big', 'success', 'favours', 'citizens', 'great', 'benefits']","['ritu', 'varma', 'support', 'brexit', 'growth', 'make', 'big', 'success', 'favour', 'citizen', 'great', 'benefit']",ritu varma support brexit growth make big success favour citizen great benefit
124,John Mclayer: All re optimistic :) results in higher success rate !!!!!!,1,3,john mclayer  all re optimistic    results in higher success rate       ,1,"['john', 'mclayer', 'all', 're', 'optimistic', 'results', 'in', 'higher', 'success', 'rate']","['john', 'mclayer', 'optimistic', 'results', 'higher', 'success', 'rate']","['john', 'mclayer', 'optimistic', 'result', 'higher', 'success', 'rate']",john mclayer optimistic result higher success rate
125,Reema garage : Are you sure ? Positive! Said george,1,3,reema garage   are you sure   positive  said george,1,"['reema', 'garage', 'are', 'you', 'sure', 'positive', 'said', 'george']","['reema', 'garage', 'sure', 'positive', 'said', 'george']","['reema', 'garage', 'sure', 'positive', 'said', 'george']",reema garage sure positive said george
126,It's been concluded at a greater population with constructiveÉ............... Https://t.co.in,1,1,it is been concluded at a greater population with constructive                ,1,"['it', 'is', 'been', 'concluded', 'at', 'a', 'greater', 'population', 'with', 'constructive']","['concluded', 'greater', 'population', 'constructive']","['concluded', 'greater', 'population', 'constructive']",concluded greater population constructive
127,Kate williams : @ The deficit in the country eceonomy makes to think,0,1,kate williams     the deficit in the country eceonomy makes to think,1,"['kate', 'williams', 'the', 'deficit', 'in', 'the', 'country', 'eceonomy', 'makes', 'to', 'think']","['kate', 'williams', 'deficit', 'country', 'eceonomy', 'makes', 'think']","['kate', 'williams', 'deficit', 'country', 'eceonomy', 'make', 'think']",kate williams deficit country eceonomy make think
128,Berry thomas : Some groups of peoples in sctland rejected the proposal for the sake of peoples.,0,1,berry thomas   some groups of peoples in sctland rejected the proposal for the sake of peoples ,1,"['berry', 'thomas', 'some', 'groups', 'of', 'peoples', 'in', 'sctland', 'rejected', 'the', 'proposal', 'for', 'the', 'sake', 'of', 'peoples']","['berry', 'thomas', 'groups', 'peoples', 'sctland', 'rejected', 'proposal', 'sake', 'peoples']","['berry', 'thomas', 'group', 'people', 'sctland', 'rejected', 'proposal', 'sake', 'people']",berry thomas group people sctland rejected proposal sake people
129,Binomial : The denial in the Exit ands make others to think whether it's required or not!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!::::::: yeah more time to thinkÉ...,0,2,binomial   the denial in the exit ands make others to think whether it is required or not                                           yeah more time to think   ,1,"['binomial', 'the', 'denial', 'in', 'the', 'exit', 'ands', 'make', 'others', 'to', 'think', 'whether', 'it', 'is', 'required', 'or', 'not', 'yeah', 'more', 'time', 'to', 'think']","['binomial', 'denial', 'exit', 'ands', 'make', 'others', 'think', 'whether', 'required', 'yeah', 'time', 'think']","['binomial', 'denial', 'exit', 'ands', 'make', 'others', 'think', 'whether', 'required', 'yeah', 'time', 'think']",binomial denial exit ands make others think whether required yeah time think
130,Willam thomas : Exit ands turn down in northern part of iceland because it's close to the continue,0,1,willam thomas   exit ands turn down in northern part of iceland because it is close to the continue,1,"['willam', 'thomas', 'exit', 'ands', 'turn', 'down', 'in', 'northern', 'part', 'of', 'iceland', 'because', 'it', 'is', 'close', 'to', 'the', 'continue']","['willam', 'thomas', 'exit', 'ands', 'turn', 'northern', 'part', 'iceland', 'close', 'continue']","['willam', 'thomas', 'exit', 'ands', 'turn', 'northern', 'part', 'iceland', 'close', 'continue']",willam thomas exit ands turn northern part iceland close continue
131,Remo mama: Some parties are in negation with the government to pay the loans.,0,1,remo mama  some parties are in negation with the government to pay the loans ,1,"['remo', 'mama', 'some', 'parties', 'are', 'in', 'negation', 'with', 'the', 'government', 'to', 'pay', 'the', 'loans']","['remo', 'mama', 'parties', 'negation', 'government', 'pay', 'loans']","['remo', 'mama', 'party', 'negation', 'government', 'pay', 'loan']",remo mama party negation government pay loan
132,Rithvika ramamoorthy: The convesations are contradictory to disapprove the agreement with vast group of communityÉ.........,0,1,rithvika ramamoorthy  the convesations are contradictory to disapprove the agreement with vast group of community         ,1,"['rithvika', 'ramamoorthy', 'the', 'convesations', 'are', 'contradictory', 'to', 'disapprove', 'the', 'agreement', 'with', 'vast', 'group', 'of', 'community']","['rithvika', 'ramamoorthy', 'convesations', 'contradictory', 'disapprove', 'agreement', 'vast', 'group', 'community']","['rithvika', 'ramamoorthy', 'convesations', 'contradictory', 'disapprove', 'agreement', 'vast', 'group', 'community']",rithvika ramamoorthy convesations contradictory disapprove agreement vast group community
133,Bam hardley: The negative are nullify with local environment within the circle ,0,1,bam hardley  the negative are nullify with local environment within the circle,1,"['bam', 'hardley', 'the', 'negative', 'are', 'nullify', 'with', 'local', 'environment', 'within', 'the', 'circle']","['bam', 'hardley', 'negative', 'nullify', 'local', 'environment', 'within', 'circle']","['bam', 'hardley', 'negative', 'nullify', 'local', 'environment', 'within', 'circle']",bam hardley negative nullify local environment within circle
134,Most of the crowd disapproved with the agreement. Alaaaas !!! Hence disapproved,0,4,most of the crowd disapproved with the agreement  alaaaas     hence disapproved,1,"['most', 'of', 'the', 'crowd', 'disapproved', 'with', 'the', 'agreement', 'alaaaas', 'hence', 'disapproved']","['crowd', 'disapproved', 'agreement', 'alaaaas', 'hence', 'disapproved']","['crowd', 'disapproved', 'agreement', 'alaaaas', 'hence', 'disapproved']",crowd disapproved agreement alaaaas hence disapproved
135,The negative are invalidate with the government policy and hence disagreedÉ........Hahahahaha,0,1,the negative are invalidate with the government policy and hence disagreed        hahahahaha,1,"['the', 'negative', 'are', 'invalidate', 'with', 'the', 'government', 'policy', 'and', 'hence', 'disagreed', 'hahahahaha']","['negative', 'invalidate', 'government', 'policy', 'hence', 'disagreed', 'hahahahaha']","['negative', 'invalidate', 'government', 'policy', 'hence', 'disagreed', 'hahahahaha']",negative invalidate government policy hence disagreed hahahahaha
136,Rom Riti: The gloomy days of the country is starting in a while ehich is unacceptable,0,1,rom riti  the gloomy days of the country is starting in a while ehich is unacceptable,1,"['rom', 'riti', 'the', 'gloomy', 'days', 'of', 'the', 'country', 'is', 'starting', 'in', 'a', 'while', 'ehich', 'is', 'unacceptable']","['rom', 'riti', 'gloomy', 'days', 'country', 'starting', 'ehich', 'unacceptable']","['rom', 'riti', 'gloomy', 'day', 'country', 'starting', 'ehich', 'unacceptable']",rom riti gloomy day country starting ehich unacceptable
137,Scotland agrreed for the treaty with high Exit ands,0,1,scotland agrreed for the treaty with high exit ands,1,"['scotland', 'agrreed', 'for', 'the', 'treaty', 'with', 'high', 'exit', 'ands']","['scotland', 'agrreed', 'treaty', 'high', 'exit', 'ands']","['scotland', 'agrreed', 'treaty', 'high', 'exit', 'ands']",scotland agrreed treaty high exit ands
138,Most of the peoples support the agreement with full responsibility and responsiveness.,0,1,most of the peoples support the agreement with full responsibility and responsiveness ,1,"['most', 'of', 'the', 'peoples', 'support', 'the', 'agreement', 'with', 'full', 'responsibility', 'and', 'responsiveness']","['peoples', 'support', 'agreement', 'full', 'responsibility', 'responsiveness']","['people', 'support', 'agreement', 'full', 'responsibility', 'responsiveness']",people support agreement full responsibility responsiveness
139,The results are promising with good values and confidence ,1,1,the results are promising with good values and confidence,1,"['the', 'results', 'are', 'promising', 'with', 'good', 'values', 'and', 'confidence']","['results', 'promising', 'good', 'values', 'confidence']","['result', 'promising', 'good', 'value', 'confidence']",result promising good value confidence
140,Confidence motion passes with high rates.,1,1,confidence motion passes with high rates ,1,"['confidence', 'motion', 'passes', 'with', 'high', 'rates']","['confidence', 'motion', 'passes', 'high', 'rates']","['confidence', 'motion', 'pass', 'high', 'rate']",confidence motion pass high rate
141,Bradley morris : Peoples are conviced with good results and better growth,1,1,bradley morris   peoples are conviced with good results and better growth,1,"['bradley', 'morris', 'peoples', 'are', 'conviced', 'with', 'good', 'results', 'and', 'better', 'growth']","['bradley', 'morris', 'peoples', 'conviced', 'good', 'results', 'better', 'growth']","['bradley', 'morris', 'people', 'conviced', 'good', 'result', 'better', 'growth']",bradley morris people conviced good result better growth
142,Surely no doubt with full heart and blessings from elder peoples and this É.............proves the enhancement,1,1,surely no doubt with full heart and blessings from elder peoples and this              proves the enhancement,1,"['surely', 'no', 'doubt', 'with', 'full', 'heart', 'and', 'blessings', 'from', 'elder', 'peoples', 'and', 'this', 'proves', 'the', 'enhancement']","['surely', 'doubt', 'full', 'heart', 'blessings', 'elder', 'peoples', 'proves', 'enhancement']","['surely', 'doubt', 'full', 'heart', 'blessing', 'elder', 'people', 'prof', 'enhancement']",surely doubt full heart blessing elder people prof enhancement
143,Perhaps !!!! It's dismissive and disastorous and proven fail,0,3,perhaps      it is dismissive and disastorous and proven fail,1,"['perhaps', 'it', 'is', 'dismissive', 'and', 'disastorous', 'and', 'proven', 'fail']","['perhaps', 'dismissive', 'disastorous', 'proven', 'fail']","['perhaps', 'dismissive', 'disastorous', 'proven', 'fail']",perhaps dismissive disastorous proven fail
144,It's a complete failure with disheartÉ@@@@@@@@@Hurrryyyyyyyyy up,0,1,it is a complete failure with disheart         hurrryyyyyyyyy up,1,"['it', 'is', 'a', 'complete', 'failure', 'with', 'disheart', 'hurrryyyyyyyyy', 'up']","['complete', 'failure', 'disheart', 'hurrryyyyyyyyy']","['complete', 'failure', 'disheart', 'hurrryyyyyyyyy']",complete failure disheart hurrryyyyyyyyy
145,Government is uncooperative and hence it's disagreed,0,1,government is uncooperative and hence it is disagreed,1,"['government', 'is', 'uncooperative', 'and', 'hence', 'it', 'is', 'disagreed']","['government', 'uncooperative', 'hence', 'disagreed']","['government', 'uncooperative', 'hence', 'disagreed']",government uncooperative hence disagreed
146,The paper is refused by the united government and proved as failureÉ.................,0,1,the paper is refused by the united government and proved as failure                 ,1,"['the', 'paper', 'is', 'refused', 'by', 'the', 'united', 'government', 'and', 'proved', 'as', 'failure']","['paper', 'refused', 'united', 'government', 'proved', 'failure']","['paper', 'refused', 'united', 'government', 'proved', 'failure']",paper refused united government proved failure
147,Considering the good and positive impactÉ..............Alaas!!!!!!!!!!!!!!!!,1,2,considering the good and positive impact              alaas                ,1,"['considering', 'the', 'good', 'and', 'positive', 'impact', 'alaas']","['considering', 'good', 'positive', 'impact', 'alaas']","['considering', 'good', 'positive', 'impact', 'alaas']",considering good positive impact alaas
148,That was the worst decision made by camer and hence its disagreedÉ....................,0,1,that was the worst decision made by camer and hence its disagreed                    ,1,"['that', 'was', 'the', 'worst', 'decision', 'made', 'by', 'camer', 'and', 'hence', 'its', 'disagreed']","['worst', 'decision', 'made', 'camer', 'hence', 'disagreed']","['worst', 'decision', 'made', 'camer', 'hence', 'disagreed']",worst decision made camer hence disagreed
149,It's a good benefit to be considred                   by everyone,1,1,it is a good benefit to be considred by everyone,1,"['it', 'is', 'a', 'good', 'benefit', 'to', 'be', 'considred', 'by', 'everyone']","['good', 'benefit', 'considred', 'everyone']","['good', 'benefit', 'considred', 'everyone']",good benefit considred everyone
150,Yuck we completely disapprove this debate as it goes in negative thought process,0,1,yuck we completely disapprove this debate as it goes in negative thought process,1,"['yuck', 'we', 'completely', 'disapprove', 'this', 'debate', 'as', 'it', 'goes', 'in', 'negative', 'thought', 'process']","['yuck', 'completely', 'disapprove', 'debate', 'goes', 'negative', 'thought', 'process']","['yuck', 'completely', 'disapprove', 'debate', 'go', 'negative', 'thought', 'process']",yuck completely disapprove debate go negative thought process
151,Alaas !!!! It's true and positive sign and agreed to stay back,1,3,alaas      it is true and positive sign and agreed to stay back,1,"['alaas', 'it', 'is', 'true', 'and', 'positive', 'sign', 'and', 'agreed', 'to', 'stay', 'back']","['alaas', 'true', 'positive', 'sign', 'agreed', 'stay', 'back']","['alaas', 'true', 'positive', 'sign', 'agreed', 'stay', 'back']",alaas true positive sign agreed stay back
152,It's notpossible to convert it into Exit ands and hence itÕs a failure by the local and disapproved,0,1,it is notpossible to convert it into exit ands and hence its a failure by the local and disapproved,1,"['it', 'is', 'notpossible', 'to', 'convert', 'it', 'into', 'exit', 'ands', 'and', 'hence', 'its', 'a', 'failure', 'by', 'the', 'local', 'and', 'disapproved']","['notpossible', 'convert', 'exit', 'ands', 'hence', 'failure', 'local', 'disapproved']","['notpossible', 'convert', 'exit', 'ands', 'hence', 'failure', 'local', 'disapproved']",notpossible convert exit ands hence failure local disapproved
153,I completely vote and it's a good turn around,1,1,i completely vote and it is a good turn around,1,"['i', 'completely', 'vote', 'and', 'it', 'is', 'a', 'good', 'turn', 'around']","['completely', 'vote', 'good', 'turn', 'around']","['completely', 'vote', 'good', 'turn', 'around']",completely vote good turn around
154,Hurrrrayyyy!!!!! It was rejected by most people with negative resutl,0,2,hurrrrayyyy      it was rejected by most people with negative resutl,1,"['hurrrrayyyy', 'it', 'was', 'rejected', 'by', 'most', 'people', 'with', 'negative', 'resutl']","['hurrrrayyyy', 'rejected', 'people', 'negative', 'resutl']","['hurrrrayyyy', 'rejected', 'people', 'negative', 'resutl']",hurrrrayyyy rejected people negative resutl
155,We welcome new yeat with greetings and flowers,0,1,we welcome new yeat with greetings and flowers,1,"['we', 'welcome', 'new', 'yeat', 'with', 'greetings', 'and', 'flowers']","['welcome', 'new', 'yeat', 'greetings', 'flowers']","['welcome', 'new', 'yeat', 'greeting', 'flower']",welcome new yeat greeting flower
